geoid10,landareasqm,waterareasqm,intptlat10,intptlon10,historicalgrizzlyrange,disttocurrentgrizzlyrangem,dev_share,crop_share,pasture_share,gasslands_share,startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,q_ballotboxstuffing,state,q27,q29,q1,q2,q3,q35,q54_1,q54_2,q54_3,q28_1,q28_2,q28_3,q3645,q20,q32,q21,q22,q23,q25,q24,q26,q3654,q30,q31,q34,opp,transaction_id,svid,rid,risn,gc,term,region,ls,ps
82604,4782176882,18155852,42.857605,-106.77077,1,157571,.0099999998,.0099999998,.0099999998,.039999999,2023-05-28T16:23:23Z,2023-05-28T16:26:45Z,IP Address,174.234.10.50,100,201,TRUE,2023-05-28T16:26:45Z,R_Rzr5znjlloMyHFT,NA,NA,NA,NA,39.7388,-104.9868,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Very important,Informed,Very informed,NA,3,4,5+,5+,5+,5+,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],0DdKvFlsaNZXTO0KWsPCkv,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82604,4782176882,18155852,42.857605,-106.77077,1,157571,.0099999998,.0099999998,.0099999998,.039999999,2023-05-29T00:26:01Z,2023-05-29T00:29:46Z,IP Address,72.55.211.250,100,225,TRUE,2023-05-29T00:29:47Z,R_0v4ZZmWZluhnegh,NA,NA,NA,NA,41.181999,-104.8093,anonymous,EN,0.8999999761581421,NA,Wyoming,18 to 19 years,Female,Important,Very informed,Slightly informed,NA,5+,1,1,Unlimited (never remove),1,1,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Very liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],4bTwtdSsSZ9kfY5NWp6sQU,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82604,4782176882,18155852,42.857605,-106.77077,1,157571,.0099999998,.0099999998,.0099999998,.039999999,2023-05-29T20:04:48Z,2023-05-29T20:11:48Z,IP Address,69.146.32.119,100,419,TRUE,2023-05-29T20:11:48Z,R_1P5fo1X3OEanp8g,NA,NA,NA,NA,42.840599,-106.2806,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Female,Very important,Informed,Slightly informed,NA,4,3,1,4,2,2,Do not change thresholds,11 to 15 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,Carrying of bear spray when outdoors,Carrying of bear spray when outdoors,Bachelor degree,Conservative,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],2npRq05INv1PeK7TMQNkuA,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82609,151557805,215056,42.805199,-106.18085,1,203456,.07,0,.0099999998,.11,2023-05-28T14:55:39Z,2023-05-28T15:00:08Z,IP Address,149.76.113.247,100,268,TRUE,2023-05-28T15:00:09Z,R_aXCh1pr2ey3uvHr,NA,NA,NA,NA,42.840599,-106.2806,anonymous,EN,0.8999999761581421,NA,Wyoming,45 to 54 years,Female,Very important,Slightly informed,Informed,NA,5+,3,1,Unlimited (never remove),4,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],1Gn25BWGClk5vQznReqQg7,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82609,151557805,215056,42.805199,-106.18085,1,203456,.07,0,.0099999998,.11,2023-05-29T19:16:18Z,2023-05-29T19:24:11Z,IP Address,174.212.227.158,100,472,TRUE,2023-05-29T19:24:12Z,R_2VPySHk0BObtspL,NA,NA,NA,NA,39.7388,-104.9868,anonymous,EN,1,NA,Wyoming,25 to 34 years,Female,Very important,Informed,Informed,NA,5+,4,3,Unlimited (never remove),5+,5+,Do not change thresholds,11 to 15 times,Agree,11 to 15 times,Encountered bear from unsafe distance,"Yes, 5+ years",Disagree,Yes,"Livestock Carcass Management (Removal of carcasses),Electric Fence,Carrying of bear spray when outdoors","Livestock Carcass Management (Removal of carcasses),Electric Fence,Carrying of bear spray when outdoors",Associate degree,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],1NqyFzDwYeIk7Br05BMd1l,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82633,8164215863,20491568,43.022148,-105.39185,1,266395,0,.0099999998,0,.38,2023-05-28T09:13:41Z,2023-05-28T09:17:11Z,IP Address,199.180.91.193,100,210,TRUE,2023-05-28T09:17:11Z,R_31bYk9dc0dpcQmA,NA,NA,NA,NA,44.354,-106.7098,anonymous,EN,1,NA,Wyoming,45 to 54 years,Female,Important,Slightly informed,Slightly informed,NA,4,4,4,4,2,2,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],2wHn4vMX4XIikR1oW7IeXI,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82637,2490469236,5695033,42.814342,-105.88458,1,228143,0,0,.0099999998,.22,2023-05-26T21:43:57Z,2023-05-26T21:47:20Z,IP Address,208.114.77.84,100,202,TRUE,2023-05-26T21:47:20Z,R_3fNuR7RIeB7VgBX,NA,NA,NA,NA,42.7803,-105.8719,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Female,Very important,Slightly informed,Slightly informed,NA,5+,3,2,3,2,1,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],54rFzPRAByKfyvrgqvvBHo,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82644,2181261,2888,42.840115,-106.38488,1,188880,0,0,0,0,2023-05-28T18:00:03Z,2023-05-28T18:12:08Z,IP Address,35.134.192.248,100,724,TRUE,2023-05-28T18:12:09Z,R_3haJ0zNMfOJdSmv,NA,NA,NA,NA,42.843102,-106.313,anonymous,EN,1,NA,Wyoming,25 to 34 years,Female,Important,Informed,Slightly informed,NA,5+,2,1,Unlimited (never remove),Unlimited (never remove),1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],2TDxiibmYVHnf41lAQLtO3,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82701,5114889674,4000957,43.711636,-104.43386,1,333981,0,.0099999998,.0099999998,.63,2023-05-29T14:57:23Z,2023-05-29T15:20:12Z,IP Address,67.218.71.25,100,1369,TRUE,2023-05-29T15:20:13Z,R_2V7V6FS8v9cGz2Y,NA,NA,NA,NA,43.8559,-104.2292,anonymous,EN,0.8999999761581421,NA,Wyoming,20 to 24 years,Male,Important,Informed,Very informed,NA,2,3,4,5+,2,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Disagree,Yes,"Electric Fence,Use of bear-proof trash cans,Verified Compensation Programs,Carrying a bear gun","Neighbor Network (Phone-tree, group text, or email list that gives updates from authorities),Livestock Carcass Management (Removal of carcasses),Electric Fence,Preventing access to crops, grain, and/or livestock foods,Use of bear-proof trash cans,Carrying a bear gun",Graduate Degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],45O8STakVilQU2lhybqO0L,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82716,2810748251,2601471,44.464634,-105.69506,1,229368,.0099999998,.0099999998,.02,.090000004,2023-05-26T19:12:54Z,2023-05-26T19:16:26Z,IP Address,68.170.34.18,100,212,TRUE,2023-05-26T19:16:27Z,R_1luGfkcn1CLLinz,NA,NA,NA,NA,44.285099,-105.5003,anonymous,EN,0.8999999761581421,NA,Wyoming,20 to 24 years,Female,Very important,Very informed,Very informed,NA,3,4,3,Unlimited (never remove),2,2,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],3aEtzHNPSMUJkX5rylyDLk,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82716,2810748251,2601471,44.464634,-105.69506,1,229368,.0099999998,.0099999998,.02,.090000004,2023-05-29T00:36:07Z,2023-05-29T00:41:51Z,IP Address,174.45.4.58,100,343,TRUE,2023-05-29T00:41:52Z,R_AaKhXi5RLvBR3mp,NA,NA,NA,NA,44.285099,-105.5003,anonymous,EN,1,NA,Wyoming,25 to 34 years,Female,Important,Slightly informed,Slightly informed,NA,3,3,3,3,3,3,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,High school graduate,Very conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],6MCs8D7N6XanGZYBm1d1yD,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82718,4875020752,2764820,43.878838,-105.62162,1,238744,.0099999998,0,.0099999998,.23,2023-05-28T22:59:36Z,2023-05-28T23:05:31Z,IP Address,174.212.227.225,100,354,TRUE,2023-05-28T23:05:32Z,R_1n3p3mQ2G1WmNP7,NA,NA,NA,NA,39.7388,-104.9868,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Important,Slightly informed,Slightly informed,NA,2,3,5+,Unlimited (never remove),2,3,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],7zL6Y9P1w6yGbTevMNIEoR,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82720,1695844639,1489697,44.795998,-104.67055,1,311959,0,.02,.029999999,.34,2023-05-26T22:54:17Z,2023-05-26T22:56:45Z,IP Address,72.36.39.247,100,148,TRUE,2023-05-26T22:56:46Z,R_pFzEo5snvydRvZn,NA,NA,NA,NA,44.736698,-104.6163,anonymous,EN,0.8999999761581421,NA,Wyoming,20 to 24 years,Female,Slightly important,Not informed at all,Not informed at all,NA,3,3,3,3,3,3,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Very conservative,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],2NseIRzcU8URwvNgbNIIW3,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82732,278355181,14998,43.705441,-105.61957,1,238868,0,0,0,.56,2023-05-29T18:03:04Z,2023-05-29T18:06:00Z,IP Address,107.122.173.19,100,175,TRUE,2023-05-29T18:06:00Z,R_1mF8LUOHFfeLHdp,NA,NA,NA,NA,40.759201,-111.8875,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Very important,Slightly informed,Not informed at all,NA,1,3,4,1,1,1,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],1FVKvmdgu7eVV2Pu3Mnsna,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82801,1693117599,1259796,44.843712,-106.83599,1,145790,.02,.039999999,.02,.22,2023-05-27T22:17:01Z,2023-05-27T22:24:58Z,IP Address,184.167.102.116,100,477,TRUE,2023-05-27T22:24:59Z,R_1In3Fe9ooMJ54GC,NA,NA,NA,NA,44.786201,-106.9608,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Female,Very important,Not informed at all,Slightly informed,NA,5+,5+,5+,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],0GVVh2PfbbRhSWfGNoqc6E,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82801,1693117599,1259796,44.843712,-106.83599,1,145790,.02,.039999999,.02,.22,2023-05-28T00:32:36Z,2023-05-28T00:35:25Z,IP Address,174.45.164.134,100,168,TRUE,2023-05-28T00:35:25Z,R_2OTjY24HX8KbDYm,NA,NA,NA,NA,44.786201,-106.9608,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Male,Slightly important,Not informed at all,Not informed at all,NA,2,2,2,3,3,3,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Less than high school,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],6sFOI90CS3KtzLkYJEzFsU,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82901,3595900105,205591,41.379272,-108.97817,1,120763,.0099999998,0,0,.029999999,2023-05-26T23:43:44Z,2023-05-26T23:48:59Z,IP Address,206.217.5.240,100,314,TRUE,2023-05-26T23:48:59Z,R_10Hme0qI8UM9TuW,NA,NA,NA,NA,41.607201,-109.228,anonymous,EN,1,NA,Wyoming,35 to 44 years,Male,Important,Informed,Slightly informed,NA,2,5+,5+,2,Unlimited (never remove),Unlimited (never remove),Decrease (more strict) thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Neither agree nor disagree,No,"Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun","Use of bear-proof trash cans,Carrying of bear spray when outdoors,Carrying a bear gun",High school graduate,Conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],63ITAB9bwQWCg5tHA6PFfZ,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82901,3595900105,205591,41.379272,-108.97817,1,120763,.0099999998,0,0,.029999999,2023-05-27T09:27:23Z,2023-05-27T09:31:36Z,IP Address,135.129.189.75,100,253,TRUE,2023-05-27T09:31:37Z,R_3kuH4KzDeRtWTPh,NA,NA,NA,NA,41.607201,-109.228,anonymous,EN,1,NA,Wyoming,20 to 24 years,Female,Very important,Informed,Slightly informed,NA,1,2,3,1,2,3,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"Yes, 1-2 years",Strongly agree,No,I've taken none of these actions,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],6pUDFPTL6w7hKNpswDds6d,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82901,3595900105,205591,41.379272,-108.97817,1,120763,.0099999998,0,0,.029999999,2023-05-27T15:50:49Z,2023-05-27T15:56:16Z,IP Address,65.131.42.11,100,326,TRUE,2023-05-27T15:56:17Z,R_3oLLkagAfTULuGa,NA,NA,NA,NA,41.138302,-104.8016,anonymous,EN,0.8999999761581421,NA,Wyoming,25 to 34 years,Male,Important,Slightly informed,Slightly informed,NA,3,2,2,2,2,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Disagree,No,I've taken none of these actions,NA,Graduate Degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],4JkuTqwah3dSfcsPtexgb1,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82901,3595900105,205591,41.379272,-108.97817,1,120763,.0099999998,0,0,.029999999,2023-05-27T18:06:14Z,2023-05-27T18:09:19Z,IP Address,174.204.70.224,100,185,TRUE,2023-05-27T18:09:20Z,R_2Yccb1hV3wvjdjE,NA,NA,NA,NA,47.610901,-122.3303,anonymous,EN,0.8999999761581421,NA,Wyoming,18 to 19 years,Female,Very important,Informed,Not informed at all,NA,5+,2,1,Unlimited (never remove),4,5+,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"Yes, 5+ years",Strongly agree,Yes,Carrying of bear spray when outdoors,No actions taken have been effective,Some college,Very liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],2EV7kj0B3yR2r24MrwSSH1,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
82930,2961271786,19714634,41.016102,-110.64492,1,165212,.0099999998,.0099999998,.02,.02,2023-05-27T11:45:27Z,2023-05-27T11:49:23Z,IP Address,65.131.46.60,100,235,TRUE,2023-05-27T11:49:24Z,R_3IPOmSYw1sXmpTw,NA,NA,NA,NA,41.138302,-104.8016,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Important,Slightly informed,Slightly informed,NA,3,4,4,5+,4,5+,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],2yC7TDHGNZnz1IwKd3BbHs,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82930,2961271786,19714634,41.016102,-110.64492,1,165212,.0099999998,.0099999998,.02,.02,2023-05-28T14:22:33Z,2023-05-28T14:25:51Z,IP Address,216.117.232.8,100,197,TRUE,2023-05-28T14:25:52Z,R_21sPvXYp7oaDsWn,NA,NA,NA,NA,41.260899,-110.9631,anonymous,EN,0.800000011920929,NA,Wyoming,35 to 44 years,Male,Very important,Informed,Informed,NA,4,5+,4,4,5+,2,Do not change thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],2wsTCtqyP7SjTlw28BuWj5,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
82935,422404829,6969402,41.688568,-109.66473,1,96950,.029999999,0,0,.0099999998,2023-05-25T21:54:25Z,2023-05-25T21:58:37Z,IP Address,66.205.213.18,100,251,TRUE,2023-05-25T21:58:37Z,R_s7OGbRdaXLbyHq9,NA,NA,NA,NA,41.607201,-109.228,anonymous,EN,0.8999999761581421,NA,Wyoming,35 to 44 years,Female,Important,Slightly informed,Not informed at all,NA,2,1,1,2,1,1,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 1-2 years",Strongly disagree,No,I've taken none of these actions,NA,High school graduate,Very liberal,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],5QlIPCF7pTpHOJLcZwfnoL,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
83113,2688488567,9080136,42.531857,-110.25787,1,3597,0,0,.050000001,.02,2023-05-27T21:39:40Z,2023-05-27T21:44:46Z,IP Address,207.183.187.237,100,306,TRUE,2023-05-27T21:44:47Z,R_1gUAeWUfhPCvsne,NA,NA,NA,NA,43.452801,-110.7393,anonymous,EN,0.8999999761581421,NA,Wyoming,45 to 54 years,Female,Very important,Very informed,Very informed,NA,5+,4,2,Unlimited (never remove),5+,4,Decrease (more strict) thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,Carrying of bear spray when outdoors,Carrying of bear spray when outdoors,Some college,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],2gITd9QIsM4IgC5OUfBHXn,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
83201,91684436,32737,42.906021,-112.37363,1,103638,.27000001,0,.0099999998,0,2023-05-27T15:53:13Z,2023-05-27T15:59:39Z,IP Address,174.247.144.93,100,386,TRUE,2023-05-27T15:59:40Z,R_27QpIIeLP8zbqGA,NA,NA,NA,NA,40.759201,-111.8875,anonymous,EN,0.8999999761581421,NA,Idaho,65 to 74 years,Female,Important,Informed,Informed,NA,3,2,1,3,2,1,Do not change thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"Yes, 5+ years",Disagree,Yes,"Use of bear-proof trash cans,Carrying of bear spray when outdoors","Use of bear-proof trash cans,Carrying of bear spray when outdoors",Some college,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],6Yw2B19rp2t14I9DEbxmCm,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
83201,91684436,32737,42.906021,-112.37363,1,103638,.27000001,0,.0099999998,0,2023-05-28T13:51:24Z,2023-05-28T14:01:57Z,IP Address,174.27.166.80,100,632,TRUE,2023-05-28T14:01:57Z,R_2X7KkYOph6aIC4h,NA,NA,NA,NA,43.6138,-116.3972,anonymous,EN,0.8999999761581421,NA,Idaho,25 to 34 years,Female,Important,Informed,Informed,NA,1,2,4,Unlimited (never remove),2,1,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,Some college,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],5xTFHPq3ckt1AnwDmwpd0N,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
83202,365689656,348552,42.966656,-112.57619,1,94847,.059999999,.27000001,0,.039999999,2023-05-25T17:42:32Z,2023-05-25T17:51:14Z,IP Address,172.58.45.83,100,521,TRUE,2023-05-25T17:51:15Z,R_R4du8CYCmO52BH3,NA,NA,NA,NA,43.616501,-116.2001,anonymous,EN,0.8999999761581421,NA,Idaho,45 to 54 years,Male,Important,Informed,Slightly informed,NA,5+,2,1,5+,3,1,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],3G0WNJWGyZTR55lMleoDnu,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
83202,365689656,348552,42.966656,-112.57619,1,94847,.059999999,.27000001,0,.039999999,2023-05-29T17:25:05Z,2023-05-29T17:32:53Z,IP Address,174.212.227.180,100,467,TRUE,2023-05-29T17:32:53Z,R_PB95W2dzF7mKsSJ,NA,NA,NA,NA,39.7388,-104.9868,anonymous,EN,0.8999999761581421,NA,Idaho,45 to 54 years,Female,Very important,Slightly informed,Slightly informed,NA,4,2,1,5+,2,1,Do not change thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"Yes, 5+ years",Strongly disagree,No,I've taken none of these actions,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],0ziXsDgRzEUWr23aFT21vN,15905568,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},593
83211,1510288485,55970057,42.701149,-113.02846,1,154890,.0099999998,.31999999,0,.1,2023-05-29T13:40:45Z,2023-05-29T13:46:05Z,IP Address,172.58.47.115,100,320,TRUE,2023-05-29T13:46:06Z,R_3oyKZJbQzJA9Avh,NA,NA,NA,NA,47.603401,-122.3414,anonymous,EN,1,NA,Idaho,60 to 64 years,Female,Important,Not informed at all,Not informed at all,NA,5+,2,3,2,1,1,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],631Zl8AfM9H2lzeDCZDETE,15954811,NA,NA,1,NA,Rocky Mountain,{Invalid Expression},696
